date,coin,open,high,low,close,volume,avg_sentiment,sentiment_count,sentiment_7d,sentiment_14d,sentiment_30d,log_return,volatility_14d,future_vol_7d,future_vol_14d,future_vol_30d,future_return_7d,future_return_14d,future_return_30d
2025-04-17,BTC,84030.38,85470.01,83736.26,84947.91,13728.84772,0.7995,4.0,0.13527142857142857,-0.04331250000000001,0.11981449999999999,0.010859844983458261,0.03621613082802316,0.030946777360741203,0.02589225155929896,,0.1184640092969913,0.2155872934366485,
2025-04-20,BTC,85077.0,85320.76,83949.52,85179.24,8091.67725,0.4168,2.0,0.16447857142857145,-0.018964285714285715,0.10288783333333333,0.0027194970652232864,0.03524545849456297,0.025452878746660846,0.026117777715267437,,0.10657033333474208,0.20888599146928288,
2025-04-21,BTC,85179.24,88465.99,85144.76,87516.23,31773.37262,-0.294275,16.0,0.038271428571428574,-0.02191011904761905,0.10141199999999999,0.027066519704468342,0.0352640646109696,0.021994841020787415,0.025863455445606788,,0.10707625317041192,0.19760106211156492,
2025-04-23,BTC,93442.99,94696.05,91935.41,93691.08,27404.16808,-0.9563,2.0,-0.031564285714285725,-0.044724404761904764,0.08709199999999999,0.06817872539667252,0.03928043231253743,0.02073362131591994,0.02078943347709855,,0.02311148510615957,0.1112904238055532,
2025-04-25,BTC,93980.47,95758.04,92855.96,94638.68,27500.66648,0.9097,2.0,0.19117857142857142,-0.011892261904761907,0.08532199999999998,0.010063284707813269,0.03912724629579934,0.0218862689817495,0.021464443093761772,,-0.0038151419694357758,0.08614490396527108,
2025-04-26,BTC,94638.68,95199.0,93870.69,94628.0,9415.06875,-0.9186,2.0,0.03512142857142856,-0.11089583333333333,0.05744088888888888,-0.00011285663183106742,0.03341506947337666,0.021902536059102858,0.021461111014247247,,0.0011167941835397155,0.10013653464090977,
2025-04-27,BTC,94628.0,95369.0,93602.58,93749.3,11162.841,0.9098,2.0,0.12380357142857143,0.016997023809523813,0.0837288888888889,-0.009329217194183042,0.03395790292467695,0.021845289490324514,0.02129400043854051,,0.03499972799796902,0.10362317371969709,
2025-04-28,BTC,93749.29,95630.0,92800.01,95011.18,22157.53351,0.8481,2.0,0.13074642857142857,0.13300892857142857,0.07955888888888889,0.013370370730845774,0.030946777360741203,0.02589225155929896,0.021377721343582998,,0.08683630705354894,0.08541594789160611,
2025-04-29,BTC,95011.18,95461.53,93742.54,94256.82,16955.3402,0.5932,4.0,0.15594642857142854,0.1602125,0.08834055555555556,-0.007971384433910092,0.025452878746660846,0.026117777715267437,0.021463869764853115,,0.09246195659900258,0.12006473377735416,
2025-05-02,BTC,96489.9,97895.68,96350.0,96887.14,14905.74811,-0.25704,10.0,0.1612657142857143,0.09976857142857141,0.07977255555555554,0.02752361149821968,0.021994841020787415,0.025863455445606788,0.020773361736948805,,0.08176926266994777,0.10282943639372588,
2025-05-03,BTC,96887.13,96935.67,95753.01,95856.42,9723.34838,0.74695,12.0,0.40458714285714287,0.18651142857142858,0.10386866666666666,-0.01069534904680462,0.02073362131591994,0.02078943347709855,0.022320745323165574,,0.08618702847446214,0.16524495698879638,
2025-05-04,BTC,95856.42,96304.48,94151.38,94277.62,11036.38342,0.4694,4.0,0.34168714285714286,0.2664328571428571,0.1490486666666667,-0.016607613109211234,0.0218862689817495,0.021464443093761772,0.025224148998238258,,0.09030457069238707,0.13832211716842235,
2025-05-05,BTC,94277.61,95199.0,93514.1,94733.68,17251.18189,0.6597,2.0,0.5671585714285714,0.3011399999999999,0.14103533333333335,0.004825752587870044,0.021902536059102858,0.021461111014247247,,,0.09890927914971748,,
2025-05-07,BTC,96834.02,97732.0,95784.61,97030.5,16644.83854,-0.32985,4.0,0.3900657142857143,0.25693464285714285,0.09837033333333332,0.023955775686393833,0.021845289490324514,0.02129400043854051,,,0.06630286353260062,,
2025-05-08,BTC,97030.5,104145.76,96876.29,103261.6,34962.02847,0.6508272727272728,22.0,0.3618838961038961,0.24631516233766232,0.12006457575757577,0.06224021212940302,0.02589225155929896,0.021377721343582998,,,-0.0013068749661055978,,
2025-05-09,BTC,103261.61,104361.3,102315.14,102971.99,27617.39907,0.98095,4.0,0.41727675324675323,0.2866115909090909,0.1307729090909091,-0.002808564699583071,0.026117777715267437,0.021463869764853115,,,0.02526657977572344,,
2025-05-10,BTC,102971.99,104984.57,102818.76,104809.53,15324.78611,0.9194999999999999,6.0,0.5853538961038961,0.3733098051948052,0.15808290909090908,0.017687693367897713,0.025863455445606788,0.020773361736948805,,,0.019468267818775642,,
2025-05-11,BTC,104809.53,104972.0,103345.06,104118.0,17987.12197,0.29359999999999997,10.0,0.5205896103896104,0.4625883766233766,0.16533874242424243,-0.0066198315306769204,0.02078943347709855,0.022320745323165574,,,0.07278482106840323,,
2025-05-12,BTC,104118.0,105819.45,100718.37,102791.32,31272.77792,0.802,2.0,0.5681038961038961,0.45489551948051943,0.20050652020202017,-0.012823957677924932,0.021464443093761772,0.025224148998238258,,,0.04404048902183555,,
2025-05-13,BTC,102791.32,104976.25,101429.7,104103.72,21253.42409,0.5561333333333334,6.0,0.553308658008658,0.5602336147186148,0.24027429797979796,0.012686796194268246,0.021461111014247247,,,,,,
2025-05-16,BTC,103763.71,104550.33,103100.49,103463.9,15683.88024,-0.9595,2.0,0.463358658008658,0.42671218614718615,0.19328929797979796,-0.006164950260044581,0.02129400043854051,,,,,,
2025-05-17,BTC,103463.9,103709.86,102612.5,103126.65,11250.89622,0.45424999999999993,4.0,0.4352761904761904,0.3985800432900433,0.19284929797979797,-0.0032649150658740724,0.021377721343582998,,,,,,
2025-05-19,BTC,106454.27,107108.62,102000.0,105573.74,30260.03524,0.0,2.0,0.2951404761904762,0.3562086147186147,0.22220596464646464,0.0234518215783242,0.021463869764853115,,,,,,
2025-05-20,BTC,105573.73,107320.0,104184.72,106849.99,23705.48275,0.83125,4.0,0.28253333333333336,0.43394361471861476,0.2757831868686869,0.012016222070838009,0.020773361736948805,,,,,,
2025-05-22,BTC,109643.99,111980.0,109177.37,111696.21,31630.77313,0.9001,2.0,0.3691761904761905,0.44488290043290046,0.2987081868686869,0.044356887153406806,0.022320745323165574,,,,,,
2025-05-23,BTC,111696.22,111800.0,106800.0,107318.3,31737.72309,0.9578500000000001,4.0,0.3914404761904762,0.47977218614718614,0.31099735353535357,-0.03998359037453153,0.025224148998238258,,,,,,
2025-02-13,ETH,2738.27,2757.28,2612.76,2675.87,443769.2853,0.68428,10.0,0.5149352380952381,0.5626060119047619,0.5895484880952381,,,,0.03249622272589555,0.021432570314319156,-0.0048096506930456195,-0.16229487979610357,-0.25121175542907537
2025-02-14,ETH,2675.87,2791.78,2664.46,2725.95,419895.7862,0.22843333333333338,18.0,0.4819757142857143,0.5342869642857143,0.5726595992063491,0.01854243009741044,,,0.032283416729325914,0.03236333040820411,-0.07792879546580089,-0.2143656339991562,-0.3293787486931161
2025-02-15,ETH,2725.95,2739.0,2662.28,2693.04,202971.4295,-0.43779999999999997,4.0,0.3514542857142858,0.44742267857142853,0.5341218214285715,-0.012146324170659471,,,0.04559826360672609,0.031491255276424705,-0.07327778272881214,-0.3074369485785581,-0.3287362980126548
2025-02-17,ETH,2661.41,2849.7,2637.71,2744.05,639739.8197,0.24355000000000002,4.0,0.2589757142857143,0.39920482142857144,0.5102168214285714,0.01876426422938848,,,0.04661373690901336,0.03068652281745249,-0.1590094932672511,-0.29905431752336875,-0.3358612270184581
2025-02-18,ETH,2744.05,2756.93,2605.44,2671.99,604863.8737,0.0,2.0,0.17584714285714284,0.3918691071428571,0.48255348809523807,-0.026611418119546062,,,0.04663800903751556,0.033041326917424285,-0.16257545874048918,-0.30217178956508073,-0.2870557150288735
2025-02-19,ETH,2672.0,2736.7,2656.03,2715.5,326154.0202,0.7193499999999999,4.0,0.2657542857142857,0.3832798214285714,0.4981984880952381,0.01615258534033704,,,0.04729786030776771,0.03609890486092851,-0.1834321487755478,-0.2960228318909961,-0.3388989136438961
2025-02-20,ETH,2715.51,2770.59,2707.18,2738.04,336735.2544,0.3547,12.0,0.2560733333333333,0.3688012500000001,0.48366848809523805,0.008266237470579285,,,0.04647969891919854,0.03634326143635835,-0.2151283399804239,-0.31082087916904066,-0.3363026106265796
2025-02-21,ETH,2738.04,2845.32,2616.72,2663.0,890440.0604,-0.7003,2.0,0.058276190476190495,0.2866057142857143,0.4320551547619048,-0.027789029131547016,,0.03249622272589555,0.048153961963037784,0.03527086168667113,-0.15824633871573413,-0.27663912880210295,-0.31773563650018777
2025-02-24,ETH,2819.7,2839.95,2470.33,2513.52,876876.3707,-0.0794,8.0,0.014299999999999998,0.24813785714285713,0.4093465833333333,-0.057769145680932214,,0.032283416729325914,0.047516243181528216,0.035261277770027404,-0.14796779019064898,-0.23153983258537825,-0.2814817467137719
2025-02-25,ETH,2513.52,2533.49,2313.49,2495.7,1322016.8718,0.034099999999999984,6.0,0.08171428571428571,0.2165842857142857,0.38513325,-0.007114910175048293,,0.04559826360672609,0.048992482435343536,0.048620993072048035,-0.2526746003125375,-0.2051168008975437,-0.36660656328885677
2025-02-27,ETH,2336.38,2381.6,2230.57,2307.72,637583.9106,-0.9724,2.0,-0.09199285714285717,0.08349142857142858,0.3313099166666667,-0.07830922684719549,,0.04661373690901336,0.04564180310290788,0.04790936464273262,-0.16652366838264598,-0.14818522177733862,-0.3270240757110914
2025-02-28,ETH,2307.72,2314.18,2076.26,2237.59,1291539.0557,-0.2023,2.0,-0.12089285714285716,0.02747714285714285,0.3088865833333333,-0.0308606303070003,,0.04663800903751556,0.04554058015534382,0.04592068258373089,-0.16669720547553402,-0.1148110243610313,-0.34151922380775745
2025-03-01,ETH,2237.59,2281.14,2142.73,2217.39,446430.7271,-0.297,6.0,-0.2660857142857143,-0.00016571428571428886,0.2979499166666667,-0.009068565261909826,,0.04729786030776771,0.045897404782906444,0.06092088664687391,-0.1378828262055839,-0.0953373109827319,-0.24708328259800938
2025-03-03,ETH,2518.12,2523.56,2097.91,2149.01,1109565.2003,-0.9766,2.0,-0.45627142857142855,-0.10009904761904763,0.24947058333333333,-0.0313235575830332,,0.04647969891919854,0.04674203910602973,0.06221901353584706,-0.12192125676474297,-0.031554064429667794,-0.2708968315643018
2025-03-05,ETH,2171.5,2273.51,2155.03,2241.59,687130.7897,-0.128,2.0,-0.3745142857142857,-0.15811904761904763,0.23285391666666666,0.04217816451476424,0.03249622272589555,0.048153961963037784,0.04495751332305147,0.06460990777969255,-0.1406501635000157,-0.0782658737770957,-0.26651171712935906
2025-03-07,ETH,2202.21,2258.47,2101.82,2141.6,782387.2606,0.0,2.0,-0.3631714285714286,-0.17443571428571428,0.22144391666666668,-0.045632222267434366,0.032283416729325914,0.047516243181528216,0.04398456063922997,0.06087489367588684,-0.09808554351886434,-0.06167351512887553,-0.2539409787075084
2025-03-10,ETH,2020.43,2152.4,1810.01,1865.1,1248745.3514,0.02955000000000002,4.0,-0.3638214285714286,-0.14105357142857142,0.18974558333333333,-0.13823854226274127,0.04559826360672609,0.048992482435343536,0.021432570314319156,0.06125788419081434,0.06363733848051045,0.07429092273872717,-0.12939252586992656
2025-03-11,ETH,1865.11,1963.2,1754.28,1923.43,1171427.9995,-0.979,2.0,-0.3647642857142857,-0.22837857142857146,0.13628225,0.030795379592982407,0.04661373690901336,0.04564180310290788,0.03236333040820411,0.06132919620504749,0.02200236036663661,-0.049572898415850886,-0.18003774507000514
2025-03-13,ETH,1908.2,1923.09,1821.81,1864.59,569537.2622,0.20090000000000002,4.0,-0.3071642857142857,-0.21402857142857143,0.11703558333333333,-0.031068860768725393,0.04663800903751556,0.04554058015534382,0.031491255276424705,0.059488301233911654,0.06226569916174607,-0.0304892764629221,-0.1506872824588784
2025-03-14,ETH,1864.59,1945.64,1861.31,1911.65,375805.7355,0.0,2.0,-0.26473571428571424,-0.2654107142857143,0.08641558333333334,0.02492555369388252,0.04729786030776771,0.045897404782906444,0.03068652281745249,0.05808722427849763,0.04935003792535242,-0.04667172338032588,-0.1689901394083646
2025-03-16,ETH,1937.18,1940.87,1860.38,1887.0,324766.6564,-0.9635,2.0,-0.26286428571428566,-0.35956785714285716,0.05087558333333334,-0.012978477092990551,0.04647969891919854,0.04674203910602973,0.033041326917424285,0.058182859963128594,0.10291467938526755,0.009528351881292974,-0.14506094329623742
2025-03-17,ETH,1887.01,1952.4,1879.98,1926.31,334840.4877,0.08386666666666669,6.0,-0.23259761904761903,-0.3035559523809524,0.025684472222222223,0.020617989385469538,0.048153961963037784,0.04495751332305147,0.03609890486092851,0.05822166120236101,0.0725947537000795,-0.06805239032139165,-0.18000218033442184
2025-03-18,ETH,1926.3,1936.2,1872.31,1931.54,332896.0155,0.1446,4.0,-0.21194047619047618,-0.2875559523809524,0.011924472222222227,0.002711356431177048,0.047516243181528216,0.04398456063922997,0.03634326143635835,0.06599397658771407,0.04037193120515248,-0.059180757323172184,-0.09074624392971409
2025-03-20,ETH,2056.05,2067.9,1952.17,1983.79,401518.9282,0.9564999999999999,4.0,-0.07951904761904761,-0.22167023809523806,0.028793222222222227,0.02669154428326245,0.048992482435343536,0.021432570314319156,0.03527086168667113,0.05424341862596822,0.010016181148206238,-0.084141970672299,-0.09513103705533354
2025-03-21,ETH,1983.79,1996.73,1937.1,1965.75,262641.659,0.7041000000000001,6.0,0.16092380952380955,-0.10192023809523808,0.036958222222222226,-0.009135304596834008,0.04564180310290788,0.03236333040820411,0.035261277770027404,0.054120826856900305,-0.07003433803891645,-0.08126160498537449,-0.09975836194836574
2025-03-22,ETH,1965.74,2006.61,1964.34,1980.69,170782.9574,0.7506,2.0,0.23945238095238097,-0.03385595238095236,0.04611655555555556,0.007571416958698752,0.04554058015534382,0.031491255276424705,0.048620993072048035,0.05112073801463153,-0.0873180558290293,-0.20191448434636416,-0.09900085323801311
2025-03-23,ETH,1980.68,2020.74,1976.81,2005.99,268707.5233,0.5671,6.0,0.32046666666666673,0.027865476190476208,0.035323222222222235,0.012692435634265985,0.045897404782906444,0.03068652281745249,0.04790936464273262,0.039848871660014724,-0.09150593971056686,-0.22579873279527818,-0.10702944680681359
2025-03-24,ETH,2005.99,2104.11,1977.67,2081.2,477912.8154,0.93,2.0,0.5909666666666666,0.16405119047619052,0.04692655555555557,0.03680694595155828,0.04674203910602973,0.033041326917424285,0.04592068258373089,0.03466249475097536,-0.08467230443974616,-0.29203824716509696,-0.1351720161445319
2025-03-25,ETH,2081.2,2097.7,2037.08,2066.15,328765.3292,0.5425,6.0,0.6564857142857143,0.21194404761904764,0.06200988888888889,-0.007257678306284416,0.04495751332305147,0.03609890486092851,0.06092088664687391,0.03293713861254157,-0.13112794327614163,-0.19197057328848344,-0.12987440408489226
2025-03-26,ETH,2066.16,2079.21,1981.6,2009.52,428975.3286,0.33927142857142856,14.0,0.6842959183673469,0.2361777210884354,0.059236714285714295,-0.02779108454557782,0.04398456063922997,0.03634326143635835,0.06221901353584706,0.03150501882954389,-0.09568951789482061,-0.22028643656196512,-0.10744356861340021
2025-03-27,ETH,2009.52,2037.38,1987.06,2003.66,360634.8383,0.8260333333333333,6.0,0.6656578231292517,0.293069387755102,0.0639618253968254,-0.0029203794321743964,0.021432570314319156,0.03527086168667113,0.06460990777969255,0.031744346448667804,-0.09322439934919102,-0.17941167663176383,-0.08262379844883871
2025-03-29,ETH,1896.9,1913.6,1797.2,1828.08,409769.7555,-0.8807,2.0,0.4392578231292517,0.3000908163265306,0.026990714285714295,-0.09170927239946941,0.03236333040820411,0.035261277770027404,0.06087489367588684,0.02991060733271601,-0.012072775808498526,-0.12599010984201997,0.007723950811780789
2025-03-30,ETH,1828.09,1849.01,1767.69,1807.74,327843.4476,-0.7757,2.0,0.22121496598639462,0.23033367346938777,0.015727380952380958,-0.01118878943123005,0.031491255276424705,0.048620993072048035,0.06125788419081434,0.030161257209051523,-0.12556009160609383,-0.10176795335612421,0.014260900350714145
2025-03-31,ETH,1807.74,1854.22,1776.75,1822.43,497854.9052,0.9907,2.0,0.2817292517006803,0.3010979591836735,0.04063238095238096,0.00809332906461524,0.03068652281745249,0.04790936464273262,0.06132919620504749,0.030795726150378965,-0.14781912062466052,-0.13459501873871693,-0.00744610218225128
2025-04-01,ETH,1822.43,1927.9,1817.88,1904.98,452989.0974,0.0010499999999999954,4.0,0.14902210884353745,0.369994387755102,0.040667380952380955,0.04430073445199792,0.033041326917424285,0.04592068258373089,0.059488301233911654,0.03075265597858132,-0.22654831021848,-0.16869468445862956,-0.04450965364465764
2025-04-02,ETH,1904.98,1957.0,1781.53,1795.22,750840.7823,0.044366666666666665,12.0,0.07786020408163266,0.3671729591836735,0.018167936507936515,-0.059343932731742675,0.03609890486092851,0.06092088664687391,0.05808722427849763,0.029731359395453995,-0.07002484375174078,-0.11509452880426918,0.012132217778322518
2025-04-03,ETH,1795.21,1845.26,1750.0,1817.23,508075.018,-0.41125,4.0,-0.029357142857142842,0.32746938775510204,-0.007363730158730153,0.012185786577508531,0.03634326143635835,0.06221901353584706,0.058182859963128594,0.011065826141245197,-0.13778112842072832,-0.11223675594173554,-0.003367763023943149
2025-04-04,ETH,1817.23,1835.68,1758.72,1816.87,572734.4702,0.2346166666666667,12.0,-0.11384523809523807,0.2759062925170068,0.023800158730158737,-0.00019812333242212469,0.03527086168667113,0.06460990777969255,0.05822166120236101,0.053551436729161586,-0.09504807718769082,-0.130609234562737,0.2149410799892122
2025-04-05,ETH,1816.88,1827.29,1764.39,1806.01,201716.2696,-0.9468,2.0,-0.12328809523809521,0.15798486394557826,-0.0051131746031745934,-0.005995248271208042,0.035261277770027404,0.06087489367588684,0.06599397658771407,0.05415747589027651,-0.11530943903965096,-0.027546912807791757,0.29846457107103497
2025-04-06,ETH,1806.02,1817.0,1537.5,1580.76,979847.0958,-0.8255,4.0,-0.13040238095238094,0.0454062925170068,-0.03376650793650793,-0.13321424803042528,0.048620993072048035,0.06125788419081434,0.05424341862596822,0.05771778332077513,0.027208431387433896,0.13557402768288673,0.6341696399200385
2025-04-07,ETH,1580.77,1639.0,1411.01,1553.04,2168796.0067,0.09534999999999999,4.0,-0.25830952380952377,0.011709863945578233,0.0018251587301587398,-0.01769144361261582,0.04790936464273262,0.06132919620504749,0.054120826856900305,0.05920818600756936,0.015517951887910275,0.13947483644980174,0.6191276464225006
2025-04-08,ETH,1553.04,1618.67,1441.3,1473.41,891846.1327,0.3062,4.0,-0.21471666666666664,-0.03284727891156463,0.01877515873015874,-0.05263485816822717,0.04592068258373089,0.059488301233911654,0.05112073801463153,0.059613112746570336,0.0747992751508404,0.21120394187632763,0.6936697864138288
2025-04-09,ETH,1473.41,1689.0,1385.05,1669.51,1968530.9138,0.40146,10.0,-0.1637033333333333,-0.04292156462585033,0.042057158730158736,0.12495072793418767,0.06092088664687391,0.05808722427849763,0.039848871660014724,0.0604585063308265,-0.048463321573395834,0.0729435582895579,0.6050877203490845
2025-04-11,ETH,1522.24,1591.47,1504.63,1566.85,578484.3183,0.886,2.0,0.021618095238095263,-0.003869523809523799,0.10414382539682542,-0.06346293572290046,0.06221901353584706,0.058182859963128594,0.03466249475097536,0.061735335888177804,0.029626320324217525,0.14872514918466995,0.6655965791237195
2025-04-12,ETH,1566.85,1669.59,1546.06,1644.18,501867.9033,0.9118,2.0,0.11835857142857145,0.0022566666666666846,0.13880382539682543,0.04817454521355104,0.06460990777969255,0.05822166120236101,0.03293713861254157,0.06319768292106048,-0.03929618411609437,0.09343867459767163,0.5501283314478951
2025-04-13,ETH,1644.19,1649.75,1562.01,1597.76,580136.6145,0.6124,2.0,0.3411014285714286,0.1089066666666667,0.15921715873015876,-0.028639131361487033,0.06087489367588684,0.06599397658771407,0.03150501882954389,0.06339741576062706,0.09920138193470862,0.12257785900260365,0.5879230923292609
2025-04-14,ETH,1597.76,1691.5,1595.56,1623.77,645930.1419,0.22190000000000004,10.0,0.49073000000000006,0.18016380952380956,0.1656288253968254,0.016147957763760806,0.06125788419081434,0.05424341862596822,0.031744346448667804,0.06428780498191991,0.1054952363943169,0.13200145340781022,0.524279916490636
2025-04-16,ETH,1588.77,1613.66,1538.07,1577.14,611387.8686,0.7783,2.0,0.5882942857142857,0.16499238095238097,0.22420549206349208,-0.02913752589607601,0.06132919620504749,0.054120826856900305,0.02991060733271601,0.06362121505562075,0.122062721128118,0.1680637102603446,0.5837401879351232
2025-04-17,ETH,1577.15,1616.96,1563.2,1583.62,449870.3628,-0.8807,2.0,0.41873714285714286,0.10201023809523813,0.18815215873015875,0.0041002854241772085,0.059488301233911654,0.05112073801463153,0.030161257209051523,0.06352164810041483,0.12691175913413577,0.1578030082974451,0.5964309619732007
2025-04-18,ETH,1583.63,1600.64,1573.54,1588.6,200409.0359,0.7664333333333334,6.0,0.4708761904761905,0.1535864285714286,0.21369993650793653,0.003139759594925102,0.05808722427849763,0.039848871660014724,0.030795726150378965,0.06351585090264944,0.12759033110915285,0.13865038398589946,0.5889399471232533
2025-04-19,ETH,1588.6,1631.81,1585.01,1613.27,223096.3899,-0.254925,8.0,0.3078869047619048,0.16475250000000002,0.2373191031746032,0.015410049874644342,0.058182859963128594,0.03466249475097536,0.03075265597858132,0.06317518058361414,0.11567189621080165,0.12826123339552598,0.5812542227897375
2025-04-21,ETH,1587.36,1658.75,1564.07,1579.57,691486.6667,0.8766666666666666,6.0,0.30286785714285713,0.21061321428571428,0.26374576984126985,-0.021110516991446122,0.05822166120236101,0.03293713861254157,0.029731359395453995,0.039128298369480834,0.13816418392347285,0.15031305988338595,0.599485936045886
2025-04-22,ETH,1579.57,1778.0,1537.26,1756.26,1103036.9586,0.426875,16.0,0.2763642857142857,0.30873285714285714,0.27315493650793654,0.10603388993379359,0.06599397658771407,0.03150501882954389,0.011065826141245197,,0.02126678282258876,0.03123113889742979,
2025-04-23,ETH,1756.25,1834.86,1744.95,1795.07,887545.6316,0.32194,10.0,0.29065571428571424,0.3906928571428571,0.2520029365079365,0.021857470360468853,0.05424341862596822,0.031744346448667804,0.053551436729161586,,0.02397678084977195,0.22969577788052842,
2025-04-24,ETH,1795.08,1802.82,1722.9,1769.65,483465.0385,0.19619999999999999,8.0,0.2074985714285714,0.39789642857142854,0.23507293650793654,-0.014262231474765616,0.054120826856900305,0.02991060733271601,0.05415747589027651,,0.04099680727827537,0.3251433899358629,
2025-04-25,ETH,1769.64,1827.32,1738.6,1784.6,595610.8894,0.8708999999999999,6.0,0.45772714285714283,0.4382321428571428,0.2390829365079365,0.008412513564324264,0.05112073801463153,0.030161257209051523,0.05771778332077513,,0.02741230527849381,0.44751204751765106,
2025-04-27,ETH,1820.87,1857.47,1781.9,1791.29,340332.6435,0.4799333333333333,6.0,0.4167985714285714,0.443837380952381,0.23617738095238094,0.0037417302016013033,0.039848871660014724,0.030795726150378965,0.05920818600756936,,0.009808573709449542,0.4037760496625338,
2025-04-28,ETH,1791.29,1827.98,1744.71,1799.88,587269.743,0.6714,8.0,0.5491307142857142,0.42850880952380954,0.22755738095238096,0.004783965327616204,0.03466249475097536,0.03075265597858132,0.059613112746570336,,0.01128408560570704,0.38646465319910206,
2025-04-29,ETH,1799.88,1842.99,1780.47,1797.81,480456.3884,0.32165,8.0,0.469842619047619,0.3863552380952381,0.2201957142857143,-0.0011507385174512378,0.03293713861254157,0.029731359395453995,0.0604585063308265,,0.01067409793025953,0.4905412696558591,
2025-04-30,ETH,1797.81,1816.8,1731.7,1793.61,473523.9877,0.9784,2.0,0.5486319047619047,0.4124980952380953,0.2415,-0.002338908796338469,0.03150501882954389,0.011065826141245197,0.061735335888177804,,0.00975685907192747,0.45502087967841387,
2025-05-01,ETH,1793.62,1873.17,1792.52,1838.11,537198.7291,0.2353,8.0,0.5362547619047618,0.4134552380952381,0.22180888888888892,0.02450752110385425,0.031744346448667804,0.053551436729161586,0.06319768292106048,,0.20090201348123893,0.3865818694202199,
2025-05-02,ETH,1838.1,1871.0,1813.0,1842.2,410667.875,0.71945,4.0,0.6110047619047619,0.4092516666666666,0.27514722222222227,0.0022226397688022595,0.02991060733271601,0.05415747589027651,0.06339741576062706,,0.27295624796439033,0.37722288568016493,
2025-05-03,ETH,1842.2,1848.6,1810.0,1833.52,213751.5979,0.8105,2.0,0.6023761904761906,0.5300516666666667,0.3280205555555556,-0.0047228930029837345,0.030161257209051523,0.05771778332077513,0.06428780498191991,,0.4088910947249007,0.349906191369606,
2025-05-04,ETH,1833.52,1849.95,1803.0,1808.86,238254.3564,0.8807,2.0,0.6596285714285715,0.5382135714285715,0.32435388888888894,-0.013540803974340185,0.030795726150378965,0.05920818600756936,0.06362121505562075,,0.3901407516336257,0.3808586623619299,
2025-05-05,ETH,1808.86,1833.55,1781.85,1820.19,342341.0078,0.11581999999999999,10.0,0.58026,0.5646953571428571,0.32817955555555556,0.006244078649583546,0.03075265597858132,0.059613112746570336,0.06352164810041483,,0.370994236865382,0.388942912553085,
2025-05-06,ETH,1820.19,1820.9,1752.0,1817.0,384584.2451,0.1861,4.0,0.5608957142857143,0.5153691666666667,0.332904,-0.0017541018302236297,0.029731359395453995,0.0604585063308265,0.06351585090264944,,0.474799119427628,0.3892074848651623,
2025-05-07,ETH,1817.0,1850.0,1787.01,1811.11,456170.0705,0.52352,10.0,0.49591285714285716,0.5222723809523809,0.364063,-0.003246872434657581,0.011065826141245197,0.061735335888177804,0.06317518058361414,,0.4409616202218529,0.4085229500140797,
2025-05-08,ETH,1811.11,2226.0,1808.71,2207.39,1473152.686,0.8265571428571429,14.0,0.5803781632653061,0.5583164625850341,0.3837943492063492,0.1978709051504642,0.053551436729161586,0.06319768292106048,0.039128298369480834,,0.15461699110714466,0.14456439505479324,
2025-05-09,ETH,2207.39,2490.77,2184.33,2345.04,1667041.0382,0.6190125,16.0,0.5660299489795918,0.5885173554421769,0.43598809920634923,0.060491637192219526,0.05415747589027651,0.06339741576062706,,,0.08190905059188758,,
2025-05-10,ETH,2345.04,2600.0,2317.0,2583.23,979350.1606,0.5966166666666667,12.0,0.53547518707483,0.5689256887755102,0.4833919880952381,0.09673809457506417,0.05771778332077513,0.06428780498191991,,,-0.041866190776663315,,
2025-05-11,ETH,2583.22,2608.13,2435.51,2514.57,831584.3888,0.48705999999999994,10.0,0.4792409013605442,0.5694347363945578,0.49644898809523813,-0.02693873911823869,0.05920818600756936,0.06362121505562075,,,-0.00667708594312344,,
2025-05-12,ETH,2514.58,2624.0,2406.63,2495.47,1068680.9433,0.75905,8.0,0.5711309013605442,0.5756954506802722,0.511543988095238,-0.007624726562569798,0.059613112746570336,0.06352164810041483,,,0.013091722200627487,,
2025-05-13,ETH,2495.48,2738.5,2415.3,2679.71,1031355.6465,0.32887500000000003,16.0,0.5915273299319728,0.5762115221088436,0.5091244880952381,0.07123149149621383,0.0604585063308265,0.06351585090264944,,,-0.058036130775345085,,
2025-05-14,ETH,2679.71,2725.99,2547.26,2609.74,830047.1122,0.4307,22.0,0.5782673299319728,0.537090093537415,0.49394782142857147,-0.02645798019825446,0.061735335888177804,0.06317518058361414,,,-0.022511821100952623,,
2025-05-15,ETH,2609.75,2647.03,2476.03,2548.69,768954.0332,0.53872,10.0,0.5371477380952381,0.5587629506802722,0.48151182142857146,-0.023671097836287125,0.06319768292106048,0.039128298369480834,,,-0.008706433501131983,,
2025-05-16,ETH,2548.7,2649.31,2529.4,2537.12,605953.6919,0.07530000000000003,4.0,0.4594745238095238,0.5127522363945578,0.4636084880952381,-0.004549922218868295,0.06339741576062706,,,,,,
2025-05-17,ETH,2537.13,2538.16,2446.42,2475.08,494333.2782,0.6553,2.0,0.4678578571428571,0.5016665221088435,0.4780551547619048,-0.024756860728527823,0.06428780498191991,,,,,,
2025-05-18,ETH,2475.09,2587.61,2323.21,2497.78,810103.1851,-0.1027,2.0,0.38360642857142857,0.4314236649659864,0.44868848809523804,0.009129618637998178,0.06362121505562075,,,,,,
